country,day,flag_tsunami,id,location_name,month,region_code,Regions,state,year,Damage ($ Millions),damage_description,deaths_description,eq_mag_mb,eq_mag_mfa,eq_mag_ml,eq_mag_ms,eq_mag_mw,eq_mag_unk,focal_depth,hour,houses_damaged,houses_damaged_description,houses_destroyed_description,injuries_description,Intensity,latitude,longitude,Magnitude,minute,missing_description,Number of deaths,Number of Houses Destroyed,Number of Injuries,Number of Missing Persons,second,total_damage_description,total_damage_millions_dollars,total_deaths,total_deaths_description,total_houses_damaged,total_houses_damaged_description,total_houses_destroyed,total_houses_destroyed_description,total_injuries,total_injuries_description,total_missing,total_missing_description
JAPAN,21,Y,6405,JAPAN:  OFF COAST OF HONSHU ISLAND,5,East Asia,East Asia,0,1962,0,0,0,0,0,0,5.7,0,0,60,12,0,0,0,0,0,41.8,142.4,5.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,7,Y,9813,JAPAN:  NW. HONSHU ISLAND,5,East Asia,East Asia,0,1964,0,0,0,0,0,0,6.6,0,0,0,20,0,0,0,0,0,40.4,139,6.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,Y,6410,"NW. HONSHU ISLAND, JAPAN",12,East Asia,East Asia,0,1964,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40.4,138.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,16,Y,4439,JAPAN:  OFF COAST OF HONSHU ISLAND,5,East Asia,East Asia,0,1968,0,0,0,0,0,0,0,0,7.5,33,10,0,0,0,0,0,41.5,142.7,7.5,39,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,12,Y,4443,JAPAN:  SANRIKU,6,East Asia,East Asia,0,1968,0,0,0,6,0,0,7.2,0,0,44,13,0,0,0,0,0,39.4,143.1,7.2,41,0,0,0,0,0,50.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,5,Y,6423,JAPAN:  SEIKAIDO-NANKAIDO,8,East Asia,East Asia,0,1968,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,33.3,132.2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,7,N,4466,JAPAN:  BONIN ISLANDS,10,East Asia,East Asia,0,1968,0,0,0,6.8,0,0,7.5,0,0,516,19,0,0,0,0,0,26.3,140.6,7.5,20,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,19,N,4473,JAPAN:  HOKKAIDO,1,East Asia,East Asia,0,1969,0,0,0,0,0,0,7.6,0,0,204,7,0,0,0,0,0,45,143.2,7.6,2,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,21,Y,6425,JAPAN:  RYUKYU ISLANDS,4,East Asia,East Asia,0,1969,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,32.2,132.1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,29,Y,4595,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",2,East Asia,East Asia,0,1972,0,2,0,6.3,0,0,7.2,0,0,56,9,0,0,0,0,10,33.3,140.8,7.2,22,0,0,0,0,0,59.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,3,N,4664,"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",8,East Asia,East Asia,0,1974,0,2,1,5.7,0,0,0,0,5.8,58,18,0,0,0,1,6,36,139.82,5.7,16,0,2,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,23,N,4679,JAPAN:  AROSAN,1,East Asia,East Asia,0,1975,0,2,0,5.2,0,0,5.8,0,0,10,14,0,0,0,0,7,33,131.1,5.8,19,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,20,N,4689,"JAPAN:  OITA, AROSAN",4,East Asia,East Asia,0,1975,0,3,0,5.7,0,0,6.1,0,6.4,7,17,0,0,0,1,6,33.19,131.3,6.1,35,0,0,0,8,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,20,N,4791,"JAPAN:  OFUNATO, TOHOKU",2,East Asia,East Asia,0,1978,0,2,0,6.1,0,0,0,0,6.7,60,4,0,0,0,1,8,38.78,141.95,6.1,36,0,0,0,30,0,58.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,3,N,4803,JAPAN:  S HONSHU:  HIROSHIMA,6,East Asia,East Asia,0,1978,0,2,0,5.2,0,0,4.9,0,5.7,4,20,0,0,0,1,4,35.1,132.6,4.9,3,0,0,0,1,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,20,Y,6600,"IWATE, JAPAN",2,East Asia,East Asia,0,1979,0,0,0,6,0,0,6.4,0,0,10,6,0,0,0,0,0,40.232,143.703,6.4,32,0,0,0,0,0,32.2,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,18,Y,6460,JAPAN:  E. HONSHU ISLAND,1,East Asia,East Asia,0,1981,0,0,0,6.4,0,0,6.9,0,0,33,18,0,0,0,0,0,38.64,142.75,6.9,17,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,21,Y,4940,"JAPAN:  HOKKAIDO, URAKAWA, HIROO",3,East Asia,East Asia,0,1982,1,2,3,6.4,0,0,6.7,0,0,44,2,0,0,0,0,10,42.158,142.361,6.7,32,0,110,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,23,Y,6601,"IBARAKI, JAPAN",7,East Asia,East Asia,0,1982,0,0,0,6.2,0,0,6.8,0,0,37,14,0,0,0,0,0,36.194,141.702,6.8,23,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,28,Y,6462,JAPAN:  S. OF HONSHU ISLAND,12,East Asia,East Asia,0,1982,0,0,0,5.9,0,0,6.1,0,0,22,6,0,0,0,0,0,33.826,139.434,6.1,37,0,0,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,9,Y,6464,"NOSHIRO, JAPAN",6,East Asia,East Asia,0,1983,0,0,0,6.3,0,0,5.6,5.9,0,26,12,0,0,0,0,0,40.249,138.948,5.9,49,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,30,N,5001,"JAPAN:  TOTTORI, YONANGO",10,East Asia,East Asia,0,1983,0,2,0,5.2,0,0,5.2,0,0,27,16,0,0,0,0,6,35.464,133.899,5.2,51,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,13,Y,6652,"JAPAN:  TORI SHIMA, OKINAWA",6,East Asia,East Asia,0,1984,0,0,0,5.5,0,0,5.5,0,0,41,2,0,0,0,0,0,31.448,140.036,5.5,29,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,18,Y,6467,JAPAN:  HONSHU ISLAND,9,East Asia,East Asia,0,1984,0,0,0,6.6,0,0,6.9,0,0,48,17,0,0,0,0,0,34.006,141.5,6.9,2,0,0,0,0,0,44.3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,6,Y,6631,JAPAN:  EAST COAST HONSHU,2,East Asia,East Asia,0,1987,0,0,0,6.1,0,0,6.3,0,0,48,13,0,0,0,0,0,36.988,141.689,6.3,16,0,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,24,Y,6469,JAPAN:  HONSHU ISLAND,3,East Asia,East Asia,0,1987,0,0,0,5.7,0,0,5.1,0,0,23,12,0,0,0,0,0,37.447,137.865,5.1,49,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,17,N,5153,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",12,East Asia,East Asia,0,1987,5,2,1,6,0,0,0,0,0,63,2,0,0,0,0,8,35.362,140.214,6,8,0,2,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,9,N,5205,"JAPAN:  HONSHU:  ITO, AJIRO",7,East Asia,East Asia,0,1989,0,2,0,5.1,0,0,5,0,0,5,2,0,0,0,0,6,34.942,139.193,5,9,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,29,Y,6476,JAPAN:  N. HONSHU ISLAND,10,East Asia,East Asia,0,1989,0,0,0,6,0,0,6.6,0,0,10,5,0,0,0,0,0,39.571,143.333,6.6,25,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,1,Y,5217,"JAPAN:  HONSHU: N, AOMORI, MISAWA",11,East Asia,East Asia,0,1989,0,1,0,6.4,0,0,7.4,0,0,29,18,0,0,0,0,6,39.837,142.76,7.4,25,0,0,0,0,0,34.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,20,Y,6477,JAPAN:  NEAR S. COAST OF HONSHU,2,East Asia,East Asia,0,1990,0,0,0,6.1,0,0,6.4,0,0,14,6,0,0,0,0,0,34.706,139.252,6.4,53,0,0,0,0,0,39.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,23,Y,6602,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",9,East Asia,East Asia,0,1990,0,0,0,6,0,0,6.5,0,0,10,21,0,0,0,0,0,33.267,138.643,6.5,13,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,18,Y,6484,JAPAN:  HONSHU ISLAND,7,East Asia,East Asia,0,1992,0,0,0,6.2,0,0,7,0,0,29,8,0,0,0,0,0,39.419,143.33,7,36,0,0,0,0,0,58.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,Y,9818,JAPAN:  HONSHU:  S,8,East Asia,East Asia,0,1992,0,0,0,5.8,0,0,6.3,0,0,16,15,0,0,0,0,0,32.536,141.641,6.3,14,0,0,0,0,0,55.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,7,Y,5348,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",2,East Asia,East Asia,0,1993,0,1,0,6.3,0,0,6.2,6.3,0,11,13,0,0,0,0,0,37.634,137.245,6.3,27,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,7,Y,6486,JAPAN,8,East Asia,East Asia,0,1993,0,0,0,6.2,0,0,6.1,6.3,0,13,19,0,0,0,0,0,41.985,139.839,6.3,42,0,0,0,0,0,41.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,8,Y,6604,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,4,East Asia,East Asia,0,1994,0,0,0,6,0,0,6.3,6.4,0,13,1,0,0,0,0,0,40.608,143.683,6.4,10,0,0,0,0,0,40.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,1,N,5406,"JAPAN:  NIIGATA PREFECTURE, SADO",4,East Asia,East Asia,0,1995,0,2,0,5.8,0,0,4.9,5.4,0,11,3,0,0,0,0,0,37.925,139.186,5.4,49,0,0,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,19,Y,6496,JAPAN:  RYUKU IS.,10,East Asia,East Asia,0,1995,0,0,0,6.3,0,0,6.9,6.8,0,20,2,0,0,0,0,0,28.094,130.148,6.8,41,0,0,0,0,0,36.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,4,Y,6499,"HONSHU ISLAND, JAPAN",9,East Asia,East Asia,0,1996,0,0,0,5.4,0,0,5.1,5.7,0,33,18,0,0,0,0,0,31.555,139.931,5.7,16,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,18,Y,6332,JAPAN:  KYUSHU ISLAND,10,East Asia,East Asia,0,1996,0,0,0,6,0,0,6.6,6.6,0,10,10,0,0,0,0,0,30.568,131.093,6.6,50,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,2,Y,6501,JAPAN:  KYUSHU,12,East Asia,East Asia,0,1996,0,0,0,6,0,0,6.6,6.7,0,49,22,0,0,0,0,0,31.789,131.314,6.7,17,0,0,0,0,0,59.2,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,26,N,5454,"JAPAN:  KYUSHU, KAGOSHIMA",3,East Asia,East Asia,0,1997,0,2,0,5.6,0,0,5.9,6.1,0,10,8,0,0,0,0,6,31.92,130.429,6.1,31,0,0,0,0,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,30,Y,7447,JAPAN:  HONSHU:  S,9,East Asia,East Asia,0,1997,0,0,0,5.5,0,0,6.5,6.2,0,10,6,0,0,0,0,0,31.959,141.878,6.2,27,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,30,Y,10482,"SANRIKU, JAPAN",5,East Asia,East Asia,0,1998,0,0,0,0,0,0,0,6.2,0,33,18,0,0,0,0,0,39.027,143.441,6.2,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,28,N,5556,JAPAN:  VOLCANO ISLANDS,3,East Asia,East Asia,0,2000,0,0,0,6.8,0,0,7.6,7.6,0,127,11,0,0,0,0,0,22.338,143.73,7.6,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,26,Y,6821,JAPAN:  RYUKYU ISLANDS,3,East Asia,East Asia,0,2002,0,0,0,5.8,0,0,6.6,6.4,0,33,3,0,0,0,0,0,23.346,124.09,6.4,45,0,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,31,Y,6610,JAPAN:  EAST COAST HONSHU,10,East Asia,East Asia,0,2003,0,0,0,6.1,0,0,6.8,7,0,10,1,0,0,0,0,0,37.812,142.619,7,6,0,0,0,0,0,28.2,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,6,N,5833,JAPAN:  HOKKAIDO:  KUSHIRO,12,East Asia,East Asia,0,2004,0,0,0,6.5,0,0,6.5,6.8,0,35,14,0,0,0,1,0,42.9,145.228,6.8,15,0,0,0,4,0,11.8,0,0,0,0,0,0,0,0,4,1,0,0
JAPAN,19,Y,6640,JAPAN:  EAST COAST HONSHU,1,East Asia,East Asia,0,2005,0,0,0,5.8,0,0,6.4,6.6,0,28,6,0,0,0,0,0,34.064,141.491,6.6,11,0,0,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,14,Y,6827,JAPAN:  EAST COAST HONSHU,11,East Asia,East Asia,0,2005,0,0,0,6.7,0,0,6.8,7,0,11,21,0,0,0,0,0,38.107,144.896,7,38,0,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,N,7248,JAPAN:  KYUSHU,6,East Asia,East Asia,0,2006,0,0,0,5.9,0,0,0,6.3,0,140,20,0,0,0,1,0,33.129,131.141,6.3,1,0,0,0,8,0,26.3,0,0,0,0,0,0,0,0,8,1,0,0
JAPAN,28,N,8957,JAPAN:  VOLCANO ISLANDS,9,East Asia,East Asia,0,2007,0,0,0,6.7,0,0,0,7.5,0,260,13,0,0,0,0,0,22.013,142.668,7.5,38,0,0,0,0,0,57.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,19,Y,7971,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,7,East Asia,East Asia,0,2008,0,0,0,6.2,0,0,7,6.9,0,22,2,0,0,0,0,0,37.552,142.214,6.9,39,0,0,0,0,0,28.7,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,Y,8134,JAPAN:  HOKKAIDO,9,East Asia,East Asia,0,2008,0,0,0,6.1,0,0,7,6.8,0,25,0,0,0,0,0,0,41.892,143.754,6.8,20,0,0,0,0,0,50.9,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,21,Y,9759,JAPAN:  BONIN ISLANDS,12,East Asia,East Asia,0,2010,0,0,0,7,0,0,7.5,7.4,0,14,17,0,0,0,0,0,26.901,143.698,7.4,19,0,0,0,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,9,Y,9797,JAPAN:  HONSHU:  E COAST,3,East Asia,East Asia,0,2011,0,0,0,6.4,0,0,7.3,7.5,0,32,2,0,0,0,0,0,38.435,142.842,7.5,45,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,N,9805,JAPAN:  NEAR E COAST HONSHU,3,East Asia,East Asia,0,2011,0,0,0,6.8,0,0,0,7.9,0,43,6,0,0,0,0,0,36.281,141.111,7.9,15,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,11,N,9806,JAPAN:  OFF EAST COAST HONSHU,3,East Asia,East Asia,0,2011,0,0,0,7.1,0,0,0,7.6,0,19,6,0,0,0,0,0,38.058,144.59,7.6,25,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,10,Y,9823,JAPAN:  HONSHU:  E COAST,7,East Asia,East Asia,0,2011,0,0,0,6.6,0,0,7,7,0,23,0,0,0,0,0,0,38.034,143.264,7,57,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,14,Y,9878,JAPAN:  HOKKAIDO,3,East Asia,East Asia,0,2012,0,0,0,6.7,0,0,6.9,6.9,0,12,9,0,0,0,0,0,40.887,144.944,6.9,8,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,7,Y,9946,JAPAN:  HONSHU:  MIYAGI PREFECTURE,12,East Asia,East Asia,0,2012,0,0,0,7.2,0,0,7.3,7.2,0,31,8,0,0,0,1,0,37.89,143.949,7.2,18,0,0,0,11,0,23.1,0,0,0,0,0,0,0,0,11,1,0,0
JAPAN,25,Y,10052,JAPAN:  HONSHU:  E COAST,10,East Asia,East Asia,0,2013,0,0,0,0,0,0,0,7.1,0,10,17,0,0,0,1,4,37.2,144.6,7.1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
JAPAN,11,Y,10105,JAPAN:  SANRIKU,7,East Asia,East Asia,0,2014,0,0,0,0,0,0,0,6.5,0,20,19,0,0,0,1,5,37.005,142.453,6.5,23,0,0,0,3,0,22,0,0,0,0,0,0,0,0,3,1,0,0
JAPAN,16,Y,10131,JAPAN:  HONSHU,2,East Asia,East Asia,0,2015,0,0,0,0,0,0,0,6.7,0,23,23,0,0,0,0,4,39.856,142.881,6.7,6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,2,Y,10140,JAPAN:  HONSHU:  S. OF,5,East Asia,East Asia,0,2015,0,0,0,0,0,0,0,5.7,0,10,16,0,0,0,0,0,31.529,140.213,5.7,51,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,30,N,10143,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],5,East Asia,East Asia,0,2015,0,0,0,0,0,0,0,7.8,0,664,11,0,0,0,1,6,27.839,140.493,7.8,23,0,0,0,12,0,11,0,0,0,0,0,0,0,0,12,1,0,0
JAPAN,13,Y,10163,JAPAN:  KYUSYU ISLAND,11,East Asia,East Asia,0,2015,0,0,0,0,0,0,0,6.7,0,12,20,0,0,0,0,4,31.001,128.873,6.7,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,20,Y,10481,JAPAN:  OFF EAST COAST HONSHU,8,East Asia,East Asia,0,2016,0,0,0,0,0,0,0,6,0,10,9,0,0,0,0,2,40.394,143.68,6,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,8,N,10324,JAPAN:  SHIMANE PREFECTURE,4,East Asia,East Asia,0,2018,0,0,0,0,0,0,0,5.6,0,8,16,429,3,0,1,0,35.262,132.541,5.6,32,0,0,0,8,0,31,0,0,0,0,429,3,0,0,8,1,0,0
KENYA,5,Y,8188,MONGOLIA,11,"Central, Western and S. Africa","C entral, Western and S. Africa",0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.05,39.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,20,N,5367,NEPAL: NW; INDIA:  UTTAR PRADESH,10,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1993,0,1,0,5.1,0,0,0,0,0,37,16,0,0,0,0,0,28.723,82.28,5.1,15,0,0,0,0,0,59.6,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,21,N,10317,NEPAL:  DHADING,6,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,2017,0,0,1,0,0,0,0,0,3.2,0,4,0,0,0,1,0,27.64,85.17,3.2,40,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
SAMOA,14,N,4120,SAMOA ISLANDS,4,Central and South Pacific,Central and South Pacific,0,1957,0,0,0,0,0,0,0,0,7.5,60,19,0,0,0,0,0,-15.5,-173,7.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMOA,26,Y,4705,SAMOA ISLANDS,12,Central and South Pacific,Central and South Pacific,0,1975,0,0,0,6.4,0,0,7.8,0,7.8,33,15,0,0,0,0,5,-16.265,-172.467,7.8,56,0,0,0,0,0,38.7,0,0,0,0,0,0,0,0,0,0,0,0
SAMOA,7,Y,5407,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,4,Central and South Pacific,Central and South Pacific,0,1995,0,0,0,6.8,0,0,8,7.4,0,21,22,0,0,0,0,0,-15.199,-173.529,7.4,6,0,0,0,0,0,56.8,0,0,0,0,0,0,0,0,0,0,0,0
SAMOA,28,Y,7369,SAMOA ISLANDS,9,Central and South Pacific,Central and South Pacific,0,2006,0,0,0,,0,0,6.6,6.9,0,28,6,0,0,0,0,4,-16.592,-172.033,6.9,22,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,16,Y,8184,SPAIN:  OFF SOUTHERN COAST,2,Southern Europe,Southern Europe,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,5,N,3415,SPAIN:  MONTILLA,7,Southern Europe,Southern Europe,0,1930,0,2,0,0,0,0,0,0,5.6,0,23,0,0,0,0,0,37.8,-4.5,5.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,29,N,4043,SPAIN,3,Southern Europe,Southern Europe,0,1954,0,3,0,0,0,0,0,0,7,640,6,0,0,0,0,0,37,-3.5,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,19,N,4095,SPAIN,4,Southern Europe,Southern Europe,0,1956,0,3,1,0,0,0,0,0,0,0,18,0,0,0,0,0,37,-4,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,14,Y,8260,SPAIN,8,Southern Europe,Southern Europe,0,1978,0,0,0,5,0,0,4.4,0,0,30,14,0,0,0,0,0,36.63,-6.871,4.4,17,0,0,0,0,0,50.4,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,18,Y,6079,TONGA ISLANDS:  LIFUKA ISLAND,5,Central and South Pacific,Central and South Pacific,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8,-174.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,8,Y,3889,TONGA ISLANDS,9,Central and South Pacific,Central and South Pacific,0,1948,0,0,0,0,0,0,0,0,7.9,25,15,0,0,0,0,0,-21,-174,7.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,6,N,3916,TONGA ISLANDS,8,Central and South Pacific,Central and South Pacific,0,1949,0,0,0,0,0,0,0,0,7.5,70,0,0,0,0,0,0,-18.5,-174.5,7.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,14,N,3966,TONGA ISLANDS,12,Central and South Pacific,Central and South Pacific,0,1950,0,0,0,0,0,0,7.7,0,0,200,1,0,0,0,0,6,-19.5,-176,7.7,52,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,10,N,4087,TONGA ISLANDS,1,Central and South Pacific,Central and South Pacific,0,1956,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,-20,-175,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,18,Y,6327,TONGA TRENCH,12,Central and South Pacific,Central and South Pacific,0,1963,0,0,0,0,0,0,7.5,0,0,45,0,0,0,0,0,0,-24.8,-176.6,7.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,11,N,4702,TONGA ISLANDS:  S OF TONGA,10,Central and South Pacific,Central and South Pacific,0,1975,0,0,0,7,0,0,7.8,0,0,9,14,0,0,0,0,0,-24.894,-175.119,7.8,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,22,Y,4777,TONGA TRENCH,6,Central and South Pacific,Central and South Pacific,0,1977,1.2,2,1,7.2,0,0,7.2,0,7.2,65,12,0,0,0,1,4,-22.878,-175.9,7.2,8,0,1,0,5,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,10,Y,6453,TONGA TRENCH,10,Central and South Pacific,Central and South Pacific,0,1977,0,0,0,6.6,0,0,7.2,0,0,33,11,0,0,0,0,0,-25.856,-175.406,7.2,53,0,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,19,Y,4958,TONGA TRENCH,12,Central and South Pacific,Central and South Pacific,0,1982,0,0,0,5.9,0,0,7.7,0,0,33,17,0,0,0,0,0,-24.133,-175.864,7.7,43,0,0,0,0,0,54.8,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,6,Y,6470,TONGA ISLANDS,10,Central and South Pacific,Central and South Pacific,0,1987,0,0,0,6.7,0,0,7.3,0,0,16,4,0,0,0,0,0,-17.94,-172.225,7.3,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,14,Y,6820,TONGA ISLANDS,10,Central and South Pacific,Central and South Pacific,0,1997,0,0,0,6.7,0,0,0,7.7,0,167,9,0,0,0,0,0,-22.101,-176.772,7.7,53,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0
TONGA,19,Y,8259,TONGA ISLANDS,3,Central and South Pacific,Central and South Pacific,0,2009,0,0,0,7,0,0,7.6,7.6,0,34,18,0,0,0,0,0,-23.046,-174.659,7.6,17,0,0,0,0,0,40.9,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,11,N,8182,YEMEN:  RAZIH,1,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1941,0,0,4,6.5,0,0,5.9,0,0,0,8,1000,3,3,3,8,16.4,43.5,5.9,32,0,1200,700,200,0,59,0,0,1200,4,1000,3,700,3,200,3,0,0
BRAZIL,7,N,3937,BRAZIL,3,South America,South America,0,1950,0,0,0,0,0,0,0,0,0,550,8,0,0,0,0,5,-8,-71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,9,Y,6304,BRITISH COLUMBIA,2,North America and Hawaii,North America and Hawaii,BC,1928,0,0,0,0,0,0,5.8,0,0,33,0,0,0,0,0,0,49,-125,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,20,N,10236,CANADA:  BAFFIN BAY,11,North America and Hawaii,North America and Hawaii,0,1933,0,0,0,0,0,0,7.4,7.7,0,15,23,0,0,0,0,0,73.122,-70.014,7.7,21,0,0,0,0,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0
