country,day,flag_tsunami,id,location_name,month,region_code,Regions,state,year,Damage ($ Millions),damage_description,deaths_description,eq_mag_mb,eq_mag_mfa,eq_mag_ml,eq_mag_ms,eq_mag_mw,eq_mag_unk,focal_depth,hour,houses_damaged,houses_damaged_description,houses_destroyed_description,injuries_description,Intensity,latitude,longitude,Magnitude,minute,missing_description,Number of deaths,Number of Houses Destroyed,Number of Injuries,Number of Missing Persons,second,total_damage_description,total_damage_millions_dollars,total_deaths,total_deaths_description,total_houses_damaged,total_houses_damaged_description,total_houses_destroyed,total_houses_destroyed_description,total_injuries,total_injuries_description,total_missing,total_missing_description
BOSNIA-HERZEGOVINA,13,N,5039,BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK,5,Southern Europe,Southern Europe,0,1984,0,2,1,5.1,0,0,5.1,0,0,30,12,0,0,0,0,7,42.967,17.734,5.1,45,0,1,0,0,0,55.8,2,0,1,1,0,0,0,0,0,0,0,0
CROATIA,7,N,4255,BALKANS NW:  CROATIA,1,Southern Europe,Southern Europe,0,1962,0,2,1,0,0,5.9,0,0,6,33,10,0,0,0,0,8,43.3,17.1,5.9,3,0,4,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0
INDONESIA,9,N,4683,INDONESIA:  JAVA,2,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1975,0,2,1,5.2,0,0,5.6,0,0,27,4,0,0,0,0,8,-6.7,106.7,5.6,45,0,1,0,0,0,24.5,2,0,1,1,0,0,0,0,0,0,0,0
AUSTRIA,12,N,5492,"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID",4,Northern and Western Europe,Northern and Western Europe,0,1998,0,2,1,5.3,0,0,5.7,5.7,0,10,10,0,0,0,0,8,46.245,13.652,5.7,55,0,1,0,0,0,32.5,2,0,1,1,0,0,0,0,0,0,0,0
PAPUA NEW GUINEA,10,N,5068,"PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA",5,Central and South Pacific,Central and South Pacific,0,1985,1,2,1,6.3,0,0,7.1,0,0,27,15,0,0,0,0,8,-5.599,151.045,7.1,35,0,1,0,0,0,50.5,2,1,1,1,0,0,0,0,0,0,0,0
INDONESIA,9,N,3583,"INDONESIA:  N SUMATERA:  TAPANULI, KARO",9,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1936,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5,97.5,0,0,0,17,0,0,0,0,2,0,17,1,0,0,0,0,0,0,0,0
INDONESIA,25,N,10466,INDONESIA:  S SUMATERA,6,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1933,0,2,1,0,0,0,0,5.8,0,20,5,0,0,0,0,9,-5.007,104.501,5.8,43,0,0,0,0,0,22,2,0,0,1,0,0,0,0,0,0,0,0
MONGOLIA,4,N,4149,MONGOLIA,12,Central Asia,Central Asia and Caucasus,0,1957,0,2,1,0,0,0,8.3,8.1,0,33,3,0,0,0,0,11,45.5,99.5,8.1,37,0,30,0,0,0,45,2,0,30,1,0,0,0,0,0,0,0,0
ALGERIA,9,N,7748,ALGERIA:  ORAN,1,Northern Africa,Northern Africa,0,2008,0,2,1,4.6,0,5.3,0,0,0,10,22,0,0,0,0,0,35.616,-0.57,4.6,24,0,1,0,0,0,3.8,2,0,1,1,0,2,0,0,0,0,0,0
INDONESIA,9,N,8185,INDONESIA:  SUMATRA:  SOUTHERN,9,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,2008,0,2,1,5.4,0,0,0,0,0,25,3,0,0,0,0,0,-3.935,103.058,5.4,7,0,2,0,0,0,27.5,2,0,2,1,113,3,0,0,0,0,0,0
GREECE,10,N,4917,GREECE:  PREVEZA,3,Southern Europe,Southern Europe,0,1981,0,2,1,5.6,0,0,0,0,0,31,15,0,0,0,0,8,39.481,20.699,5.6,16,0,2,150,0,0,19.8,2,0,2,1,0,0,150,3,0,0,0,0
POLAND,12,N,10387,POLAND:  RUDNA,1,Northern and Western Europe,Northern and Western Europe,0,2019,0,2,1,0,0,3.8,0,0,0,2,8,0,0,0,1,0,51.52,16.09,3.8,58,0,1,0,6,0,27,2,0,1,1,0,0,0,0,6,1,0,0
INDONESIA,23,N,5839,INDONESIA:  SULAWESI:  PALU,1,Central and South Pacific,Central and South Pacific,0,2005,0,2,1,5.8,0,0,5.9,6.3,0,11,20,0,0,0,1,0,-1.198,119.933,6.3,10,0,1,0,4,0,12.1,2,0,1,1,0,0,0,0,4,1,0,0
INDONESIA,8,N,4307,INDONESIA:  SULAWESI:  PINRANG,1,Central and South Pacific,Central and South Pacific,0,1964,0,2,1,0,0,0,5.2,0,0,90,22,0,0,0,1,0,-3.7,119.4,5.2,30,0,8,0,27,0,49.7,2,0,8,1,0,0,0,0,27,1,0,0
GUATEMALA,13,N,4714,GUATEMALA,3,Central America,Central America,0,1976,0,2,1,5.4,0,0,5.1,0,0,5,16,0,0,0,1,0,14.767,-91.061,5.1,30,0,4,0,50,0,41.5,2,0,4,1,0,0,0,0,50,1,0,0
PERU,18,N,4918,PERU:  AYACUCHO,4,South America,South America,0,1981,0,2,1,5.3,0,0,4.8,0,0,38,0,0,0,0,1,0,-13.144,-74.376,4.8,32,0,8,0,15,0,39.8,2,0,8,1,0,0,0,0,15,1,0,0
ALGERIA,11,N,4693,ALGERIA:  DJEBEL BABOR,7,Northern Africa,Northern Africa,0,1975,0,2,1,4.3,0,0,0,0,0,30,7,0,0,0,1,0,36.32,5.241,4.3,18,0,1,0,18,0,46.6,2,0,1,1,0,0,0,0,18,1,0,0
CHINA,25,N,7367,CHINA:  SICHUAN PROVINCE,8,East Asia,East Asia,0,2006,0,2,1,5.2,0,0,4.6,0,0,22,5,0,0,0,1,0,28.012,104.151,4.6,51,0,1,0,31,0,44.3,2,0,1,1,0,0,0,0,31,1,0,0
GUATEMALA,10,N,5362,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,9,Central America,Central America,0,1993,0,2,1,6.2,0,0,7.3,7.2,0,34,19,0,0,0,1,0,14.717,-92.645,7.2,12,0,1,0,3,0,54.6,2,0,1,1,0,0,0,0,3,1,0,0
INDONESIA,15,N,5074,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ENAROTALI,9,Central and South Pacific,Central and South Pacific,0,1985,0,2,1,5.9,0,0,6.3,0,0,10,2,0,0,0,1,0,-4.13,136.049,6.3,42,0,10,0,7,0,54.8,2,0,10,1,0,0,0,0,7,1,0,0
INDONESIA,20,N,4849,INDONESIA:  SUMBAWA ISLAND,10,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1979,0,2,1,6,0,0,6.2,0,0,38,1,0,0,0,1,0,-8.254,115.847,6.2,41,0,2,0,40,0,10.4,2,0,2,1,0,0,0,0,40,1,0,0
GUATEMALA,27,N,4850,GUATEMALA,10,Central America,Central America,0,1979,0,2,1,5.7,0,0,6.8,0,0,58,14,0,0,0,1,0,13.833,-90.881,6.8,35,0,4,0,23,0,57.3,2,0,4,1,0,0,0,0,23,1,0,0
INDONESIA,15,N,5265,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",11,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1990,2.1,2,1,6,0,0,6.8,0,0,48,2,0,0,0,1,0,3.908,97.457,6.8,34,0,1,0,32,0,32.4,2,2.1,1,1,0,0,0,0,32,1,0,0
SOUTH AFRICA,8,N,4756,SOUTH AFRICA,12,"Central, Western and S. Africa","C entral, Western and S. Africa",0,1976,0,2,1,5.2,0,0,0,0,5.2,33,8,0,0,0,1,0,-27.953,26.653,5.2,38,0,4,0,36,0,25.7,2,0,4,1,0,0,0,0,36,1,0,0
AFGHANISTAN,1,N,5022,"AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN",2,Central Asia,Central Asia and Caucasus,0,1984,5,2,1,5.9,0,0,5.8,0,0,33,14,0,0,0,1,4,34.616,70.484,5.8,22,0,1,0,35,0,7.9,2,5,1,1,0,0,0,0,35,1,0,0
TAIWAN,24,N,4603,TAIWAN:  HUALIEN,4,East Asia,East Asia,0,1972,0,2,1,6,0,0,6.9,0,0,33,9,0,0,0,1,5,23.6,121.6,6.9,57,0,4,0,11,0,21.7,2,0,4,1,0,0,0,0,11,1,0,0
PAKISTAN,16,N,5027,PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI,2,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1984,5,2,1,6.1,0,0,0,0,0,208,17,0,0,0,1,6,36.431,70.826,6.1,18,0,4,0,13,0,41.6,2,5,4,1,0,0,0,0,13,1,0,0
PHILIPPINES,14,N,5245,"PHILIPPINES:  CULASI, PANAY",6,Central and South Pacific,Central and South Pacific,0,1990,0,2,1,6,0,0,7.1,0,0,18,7,0,0,0,1,6,11.76,121.899,7.1,40,0,4,0,15,0,56.2,2,0,4,1,0,0,0,0,15,1,0,0
PHILIPPINES,24,N,5066,"PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO",4,Central and South Pacific,Central and South Pacific,0,1985,0,2,1,5.6,0,0,6.1,0,0,33,1,0,0,0,1,7,16.498,120.815,6.1,7,0,6,0,11,0,14.5,2,0,6,1,0,0,0,0,11,1,0,0
ITALY,5,N,5235,ITALY:  POTENZA,5,Southern Europe,Southern Europe,0,1990,0,2,1,5.3,0,0,5.4,0,0,10,7,0,0,0,1,7,40.775,15.766,5.4,21,0,2,0,16,0,29.5,2,0,2,1,0,0,0,0,16,1,0,0
VENEZUELA,11,N,5099,VENEZUELA,6,South America,South America,0,1986,1,2,1,6,0,0,6.2,0,0,19,13,0,0,0,1,7,10.597,-62.928,6.2,48,0,2,0,45,0,1.3,2,1,2,1,0,0,0,0,45,1,0,0
PHILIPPINES,19,N,5161,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",6,Central and South Pacific,Central and South Pacific,0,1988,0,2,1,5.6,0,0,6.4,6.2,0,17,20,0,0,0,1,7,12.376,121.067,6.2,19,0,2,0,2,0,52.6,2,0,2,1,0,0,0,0,2,1,0,0
PHILIPPINES,11,N,5548,"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",12,Central and South Pacific,Central and South Pacific,0,1999,1.794,2,1,6.5,0,0,7.1,7.3,0,33,18,0,0,0,1,7,15.766,119.74,7.3,3,0,5,0,40,0,36.4,2,1.794,5,1,0,0,0,0,40,1,0,0
INDONESIA,16,N,4240,INDONESIA:  FLORES:  ENDEH,3,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1961,0,2,1,0,0,0,6.5,0,0,74,13,0,0,0,1,8,-8.2,122,6.5,45,0,2,0,6,0,35.6,2,0,2,1,0,0,0,0,6,1,0,0
AFGHANISTAN,29,N,5070,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, SWAT",7,Central Asia,Central Asia and Caucasus,0,1985,2,2,1,6.6,0,0,0,0,0,99,7,0,0,0,1,8,36.19,70.896,6.6,54,0,5,0,38,0,44,2,2,5,1,0,0,0,0,38,1,0,0
TURKEY,5,N,4981,"TURKEY:  NW, BIGA, ERDEK, ISTANBUL",7,Middle East ,Middle East,0,1983,0,2,1,5.7,0,0,6.1,0,0,10,12,0,0,0,1,8,40.324,27.222,6.1,1,0,5,0,26,0,27.3,2,0,5,1,0,0,0,0,26,1,0,0
MACEDONIA,16,N,4953,"BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE",11,Southern Europe,Southern Europe,0,1982,5,2,1,5.6,0,0,5.5,0,0,21,23,0,0,0,1,8,40.883,19.59,5.5,41,0,1,0,12,0,21,2,5,1,1,0,0,0,0,12,1,0,0
GREECE,4,N,4916,GREECE:  ATHENS-CORINTH-KHALIS,3,Southern Europe,Southern Europe,0,1981,0,2,1,6,0,6.2,6.4,0,0,29,21,0,0,0,1,9,38.209,23.288,6.4,58,0,1,0,9,0,5.9,2,0,1,1,0,0,0,0,9,1,0,0
INDIA,6,N,7765,INDIA:  WEST BENGAL,2,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,2008,0,2,1,4.3,0,0,0,0,0,10,6,0,0,0,1,0,23.433,87.111,4.3,9,0,1,0,50,0,40.4,2,0,1,1,0,3,0,0,50,1,0,0
IRAN,17,N,5622,IRAN:  BAGHAN,2,Middle East ,Middle East,0,2002,0,2,1,5.6,0,0,5,5.4,0,33,13,0,0,0,1,0,28.093,51.755,5.4,3,0,1,0,30,0,52.7,2,0,1,1,0,3,0,0,30,1,0,0
TUNISIA,20,N,4111,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",2,Northern Africa,Northern Africa,0,1957,0,2,1,0,0,0,5.6,0,0,0,4,0,0,0,2,0,36.2,8.9,5.6,41,0,13,0,96,0,1,2,0,13,1,0,0,0,0,96,2,0,0
ALGERIA,21,N,4214,ALGERIA:  MELOUZA,2,Northern Africa,Northern Africa,0,1960,0,2,1,0,0,0,5.6,0,0,33,8,0,0,0,2,0,36,4.1,5.6,13,0,47,0,88,0,31,2,0,47,1,0,0,0,0,88,2,0,0
BANGLADESH,6,N,5158,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,2,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1988,0,2,1,5.8,0,0,5.8,0,0,33,14,0,0,0,2,0,24.688,91.57,5.8,50,0,2,0,100,0,45.2,2,0,2,1,0,0,0,0,100,2,0,0
PERU,16,N,4827,PERU:  AREQUIPA,2,South America,South America,0,1979,0,2,1,6.2,0,0,6.9,0,0,53,10,0,0,0,2,0,-16.39,-72.658,6.9,8,0,18,0,0,0,53.4,2,0,18,1,0,0,0,0,0,2,0,0
PHILIPPINES,5,N,4515,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",2,Central and South Pacific,Central and South Pacific,0,1970,0,2,1,7,0,0,7.1,0,0,11,22,0,0,0,2,0,12.6,122.1,7.1,5,0,3,0,0,0,58.3,2,0,3,1,0,0,0,0,0,2,0,0
SOUTH AFRICA,9,N,5850,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",3,"Central, Western and S. Africa","C entral, Western and S. Africa",0,2005,0,2,1,5,0,0,4.3,0,0,5,10,0,0,0,2,0,-26.913,26.789,4.3,15,0,2,0,58,0,31.8,2,0,2,1,0,0,0,0,58,2,0,0
COSTA RICA,3,N,4972,"COSTA RICA:  SE, PANAMA: W",4,Central America,Central America,0,1983,1,2,1,6.5,0,0,7.3,0,0,37,2,0,0,0,2,0,8.717,-83.123,7.3,50,0,6,0,0,0,1.1,2,1,6,1,0,0,0,0,0,2,0,0
PERU,22,N,4922,PERU:  CENTRAL,6,South America,South America,0,1981,5,2,1,5.1,0,0,5.2,0,0,24,17,0,0,0,2,0,-13.166,-74.522,5.2,53,0,10,0,0,0,21.3,2,5,10,1,0,0,0,0,0,2,0,0
PERU,31,N,4544,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,7,South America,South America,0,1970,0,2,1,7.5,0,0,7.1,0,0,651,17,0,0,0,2,0,-1.5,-72.6,7.1,8,0,1,0,0,0,5.4,2,0,1,1,0,0,0,0,0,2,0,0
ECUADOR,18,N,4891,"ECUADOR:  W, GUAYAQUIL",8,South America,South America,0,1980,5,2,1,5.6,0,0,0,0,0,55,15,0,0,0,2,0,-1.948,-80.017,5.6,7,0,8,0,100,0,52.6,2,5,8,1,0,0,0,0,100,2,0,0
USA,4,N,5146,"CALIFORNIA:  WHITTIER, PASADENA",10,North America and Hawaii,North America and Hawaii,CA,1987,0,2,1,5.2,0,0,4.8,0,0,8,10,0,0,0,2,0,34.07,-118.1,4.8,59,0,1,0,0,0,38.1,2,0,1,1,0,0,0,0,0,2,0,0
IRAN,27,N,6829,"IRAN:  QESHM, ZIRANG",11,Middle East ,Middle East,0,2005,0,2,1,6.1,0,0,5.8,6,0,10,10,0,0,0,2,0,26.774,55.858,6,22,0,13,0,100,0,19.1,2,0,13,1,0,0,0,0,100,2,0,0
IRAN,28,N,5313,"IRAN:  RUDBAR, RASHT",11,Middle East ,Middle East,0,1991,0,2,1,5.6,0,0,5,0,0,16,17,0,0,0,2,0,36.924,49.603,5,19,0,1,0,70,0,55.5,2,0,1,1,0,0,0,0,70,2,0,0
MEXICO,9,N,4879,MEXICO:  NW,6,North America and Hawaii,North America and Hawaii,0,1980,0,2,1,5.6,0,0,6.4,0,0,5,3,0,0,0,2,5,32.22,-114.985,6.4,28,0,1,0,100,0,18.9,2,0,1,1,0,0,0,0,100,2,0,0
JAPAN,24,N,4894,"JAPAN:  TOKYO, YOKOHAMA",9,East Asia,East Asia,0,1980,1,2,1,6,0,0,0,0,0,73,17,0,0,0,2,6,35.45,139.964,6,54,0,2,0,73,0,24.1,2,1,2,1,0,0,0,0,73,2,0,0
INDONESIA,4,N,4973,INDONESIA:  SUMATERA:  BANDA ACEH,4,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1983,1,2,1,6.6,0,0,0,0,0,79,2,0,0,0,2,7,5.723,94.722,6.6,51,0,0,0,100,0,34.3,2,1,0,1,0,0,0,0,100,2,0,0
ITALY,11,N,4742,ITALY:  NORTHEASTERN,9,Southern Europe,Southern Europe,0,1976,0,2,1,5.2,0,0,5.5,0,0,16,16,0,0,0,2,7,46.28,13.157,5.5,31,0,5,0,0,0,12,2,0,5,1,0,0,0,0,0,2,0,0
BULGARIA,7,N,5119,BULGARIA:  VELIKO TURNOVO-TURGOVISHTE,12,Eastern Europe,Eastern Europe,0,1986,5,2,1,5.2,0,0,5.6,0,0,21,14,0,0,0,2,7,43.274,25.912,5.6,17,0,3,0,60,0,9.5,2,5,3,1,0,0,0,0,60,2,0,0
ITALY,11,N,5038,ITALY:  S CENTRAL:  ABRUZZO,5,Southern Europe,Southern Europe,0,1984,0,2,1,5.2,0,0,5.2,0,0,14,10,0,0,0,2,8,41.831,13.961,5.2,41,0,3,0,63,0,49.9,2,0,3,1,0,0,0,0,63,2,0,0
ITALY,7,N,5036,ITALY:  S CENTRAL:  ABRUZZO,5,Southern Europe,Southern Europe,0,1984,5,2,1,5.5,0,0,5.8,0,0,10,17,0,0,0,2,8,41.765,13.898,5.8,49,0,3,0,100,0,41.6,2,5,3,1,0,0,0,0,100,2,0,0
COSTA RICA,3,N,4980,COSTA RICA:  SAN JOSE,7,Central America,Central America,0,1983,5,2,1,5.9,0,0,6.2,0,0,33,17,0,0,0,2,9,9.652,-83.688,6.2,14,0,2,0,60,0,23.1,2,5,2,1,0,0,0,0,60,2,0,0
ITALY,15,N,4743,ITALY:  NORTHEASTERN,9,Southern Europe,Southern Europe,0,1976,0,2,1,5.7,0,0,6,0,0,10,3,0,0,0,2,9,46.302,13.197,6,15,0,11,0,0,0,19.9,2,0,11,1,0,0,0,0,0,2,0,0
GUATEMALA,3,N,5174,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",11,Central America,Central America,0,1988,0,2,1,5.6,0,0,6,0,0,69,14,0,0,0,2,6,13.881,-90.45,6,47,0,5,0,0,0,10.7,2,0,5,1,100,2,0,0,0,2,0,0
INDIA,23,N,4522,INDIA:  BROACH,3,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1970,0,2,1,5.4,0,0,0,0,0,3,1,0,0,0,3,0,21.7,73,5.4,52,0,26,0,200,0,59.3,2,0,26,1,0,0,0,0,200,2,0,0
PHILIPPINES,2,N,4049,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",7,Central and South Pacific,Central and South Pacific,0,1954,0,2,1,0,0,0,0,0,6.8,0,2,0,0,0,3,9,13,123.9,6.8,45,0,13,0,101,0,0,0,0,13,1,0,0,0,0,101,3,0,0
TAIWAN,23,N,4112,"TAIWAN:  HUALIEN, TAIPEI",2,East Asia,East Asia,0,1957,0,2,1,0,0,0,7.2,0,0,69,20,0,0,0,3,0,23.9,121.6,7.2,26,0,11,0,0,0,14,2,0,11,1,0,0,0,0,0,3,0,0
PAKISTAN,18,N,8042,PAKISTAN:  QUETTA,2,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,1955,0,2,1,0,0,0,0,0,0,0,22,0,0,0,3,0,30.5,67,0,48,0,12,0,0,0,33,2,0,12,1,0,0,0,0,0,3,0,0
IRAN,23,N,5380,IRAN:  SISTAN,2,Middle East ,Middle East,0,1994,1.4,2,1,6.1,0,0,6.1,6.1,0,6,8,0,0,0,3,0,30.853,60.596,6.1,2,0,6,0,0,0,4.7,2,1.4,6,1,0,0,0,0,0,3,0,0
JAPAN,30,N,4264,JAPAN:  HONSHU:  SENDAI,4,East Asia,East Asia,0,1962,0,2,1,0,0,0,6.8,0,0,104,2,0,0,0,3,0,38.8,140.9,6.8,26,0,1,0,0,0,30,2,0,1,1,0,0,0,0,0,3,0,0
BOLIVIA,9,N,5388,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",6,South America,South America,0,1994,0,2,1,7,0,0,0,8.2,0,631,0,0,0,0,3,0,-13.841,-67.553,8.2,33,0,5,0,0,0,16.2,2,0,5,1,0,0,0,0,0,3,0,0
GUATEMALA,29,N,4810,GUATEMALA:  PATZUN,7,Central America,Central America,0,1978,0,2,1,4.9,0,0,4.5,0,0,10,14,0,0,0,3,0,14.843,-91.022,4.5,37,0,17,0,0,0,32.7,2,0,17,1,0,0,0,0,0,3,0,0
IRAN,22,N,4886,"IRAN:  LAHIJAN, RASHT",7,Middle East ,Middle East,0,1980,0,2,1,5.4,0,0,0,0,0,62,5,0,0,0,3,0,37.19,50.201,5.4,17,0,1,0,0,0,10.1,2,0,1,1,0,0,0,0,0,3,0,0
HONDURAS,9,N,4890,HONDURAS;  N GUATEMALA:  IZABEL PROVINCE,8,Central America,Central America,0,1980,0,2,1,6.1,0,0,6.4,0,0,22,5,0,0,0,3,0,15.888,-88.516,6.4,45,0,2,0,0,0,9.5,2,0,2,1,0,0,0,0,0,3,0,0
TAIWAN,24,N,3985,TAIWAN,11,East Asia,East Asia,0,1951,0,2,1,0,0,0,7.5,0,0,0,18,0,0,0,3,0,22.9,121.5,7.5,47,0,17,0,250,0,13,2,0,17,1,0,0,0,0,250,3,0,0
IRAN,22,N,4908,"IRAN:  N CENTRAL, TEHRAN",12,Middle East ,Middle East,0,1980,1,2,1,5.2,0,0,5.2,0,0,41,12,0,0,0,3,0,34.503,50.59,5.2,51,0,3,0,139,0,21,2,1,3,1,0,0,0,0,139,3,0,0
MEXICO,7,N,4943,"MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE",6,North America and Hawaii,North America and Hawaii,0,1982,0,2,1,6.3,0,0,7,0,0,34,10,0,0,0,3,6,16.558,-98.358,7,59,0,9,0,0,0,40.1,2,0,9,1,0,0,0,0,0,3,0,0
PHILIPPINES,15,N,5220,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",12,Central and South Pacific,Central and South Pacific,0,1989,1,2,1,6.2,0,0,7.3,7.5,0,24,18,0,0,0,3,6,8.337,126.729,7.5,43,0,2,0,0,0,45,2,1,2,1,0,0,0,0,0,3,0,0
EL SALVADOR,19,N,4945,EL SALVADOR:  SAN SALVADOR; GUATEMALA,6,Central America,Central America,0,1982,5,2,1,6.2,0,0,0,0,0,82,6,0,0,0,3,7,13.313,-89.339,6.2,21,0,43,0,0,0,58,2,5,43,1,0,0,0,0,0,3,0,0
COLOMBIA,18,N,4931,VENEZUELA-N COLOMBIA,10,South America,South America,0,1981,5,2,1,5.4,0,0,0,0,0,54,4,0,0,0,3,7,8.117,-72.527,5.4,31,0,15,0,0,0,2.7,2,5,15,1,0,0,0,0,0,3,0,0
AFGHANISTAN,30,N,5018,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",12,Central Asia,Central Asia and Caucasus,0,1983,3,2,1,7.2,0,0,0,0,0,215,23,0,0,0,3,7,36.372,70.738,7.2,52,0,26,0,483,0,39.9,2,3,26,1,0,0,0,0,483,3,0,0
CHINA,18,N,5064,CHINA:  YUNNAN PROVINCE,4,East Asia,East Asia,0,1985,1,2,1,5.7,0,0,5.8,0,0,5,5,0,0,0,3,8,25.926,102.871,5.8,52,0,23,0,300,0,52.8,2,1,23,1,0,0,0,0,300,3,0,0
ETHIOPIA,1,N,4243,ETHIOPIA:  KARAKORE,6,"Central, Western and S. Africa","C entral, Western and S. Africa",0,1961,0,2,1,0,0,0,6.5,0,0,33,23,0,0,0,3,9,10.4,39.9,6.5,29,0,30,0,0,0,21.2,2,0,30,1,0,0,0,0,0,3,0,0
GREECE,9,N,4882,GREECE:  AEGEAN SEA:  MAGNESIA,7,Southern Europe,Southern Europe,0,1980,5,2,1,5.8,0,0,6.4,0,0,14,2,0,0,0,3,9,39.269,23.041,6.4,11,0,1,0,0,0,52.8,2,5,1,1,0,0,0,0,0,3,0,0
ALGERIA,6,N,3860,ALGERIA,8,Northern Africa,Northern Africa,0,1947,0,2,1,0,0,0,5.3,0,0,0,9,0,0,0,3,9,37,8,5.3,36,0,3,0,0,0,40,2,0,3,1,0,0,0,0,0,3,0,0
GREECE,8,N,4114,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),3,Southern Europe,Southern Europe,0,1957,0,2,1,0,0,0,7,0,0,0,12,0,0,0,3,10,39.4,22.8,7,21,0,2,0,0,0,14,2,0,2,1,0,0,0,0,0,3,0,0
INDONESIA,8,N,8451,INDONESIA:  SUMABAWA:  BIMA,11,S. and SE. Asia and Indian Ocean,S. and SE. Asia and Indian Ocean,0,2009,2.43,2,1,6.3,0,0,6.5,6.6,0,18,19,0,0,0,3,0,-8.207,118.631,6.6,41,0,2,0,200,0,43.3,2,2.43,2,1,0,2,0,0,200,3,0,0
TURKEY,3,N,5620,TURKEY:  AFYON,2,Middle East ,Middle East,0,2002,0,2,1,5.7,0,0,6.4,6.5,0,5,7,0,0,0,3,0,38.573,31.271,6.5,11,0,44,0,318,0,28.4,2,0,44,1,622,3,0,0,318,3,0,0
SOUTH AFRICA,29,N,4495,SOUTH AFRICA:  CAPE PROVINCE,9,"Central, Western and S. Africa","C entral, Western and S. Africa",0,1969,24,3,1,0,0,0,6.3,0,0,33,20,0,0,0,0,0,-32.9,19.7,6.3,3,0,12,0,0,0,32.8,3,24,12,1,0,0,0,0,0,0,0,0
USA,2,N,4502,CALIFORNIA:  SANTA ROSA,10,North America and Hawaii,North America and Hawaii,CA,1969,8.35,3,1,5.2,0,5.6,4.8,0,0,10,4,0,0,0,0,8,38.467,-122.692,4.8,56,0,1,0,0,0,46.5,3,8.35,1,1,0,0,0,0,0,0,0,0
USA,31,N,3563,MONTANA:  HELENA,10,North America and Hawaii,North America and Hawaii,MT,1935,6,3,1,0,0,5.5,6,0,0,0,18,0,0,0,0,8,46.6,-112,6,37,0,2,0,0,0,47,3,6,2,1,0,0,0,0,0,0,0,0
TANZANIA,7,N,4317,TANZANIA,5,"Central, Western and S. Africa","C entral, Western and S. Africa",0,1964,0,3,1,0,0,0,0,0,6,33,5,0,0,0,1,0,-4,34.9,6,45,0,1,0,19,0,0,3,0,1,1,0,0,0,0,19,1,0,0
IRAN,26,N,4775,IRAN:  AZARBAIJAN,5,Middle East ,Middle East,0,1977,0,3,1,5.2,0,0,5.4,0,5.4,37,1,0,0,0,1,0,38.934,44.38,5.4,35,0,3,0,9,0,13.8,3,0,3,1,0,0,0,0,9,1,0,0
